,WK_CODE,Country,Time,2017,2018,2019
41419,WK170004,Wijk 04 Bruinehaar,biggest party name,2.0,2.0,2.0
41428,WK173000,Wijk 00 Zuidlaren,act ind per,0.408886,0.366874,0.324861
41429,WK173000,Wijk 00 Zuidlaren,act ega per,0.275596,0.26561,0.25562399999999996
41430,WK173000,Wijk 00 Zuidlaren,act col per,0.180725,0.18443199999999998,0.188139
41431,WK173000,Wijk 00 Zuidlaren,act fat per,0.0965872,0.116217,0.135846
41434,WK173000,Wijk 00 Zuidlaren,biggest party,0.22193600000000002,0.18750899999999998,0.153082
41435,WK173000,Wijk 00 Zuidlaren,biggest party name,1.0,1.0,1.0
41444,WK173001,Wijk 01 De Groeve,act ind per,0.30896999999999997,0.28299,0.257009
41445,WK173001,Wijk 01 De Groeve,act ega per,0.24584699999999998,0.24208200000000002,0.23831799999999997
41446,WK173001,Wijk 01 De Groeve,act col per,0.209302,0.181754,0.15420599999999998
41447,WK173001,Wijk 01 De Groeve,act fat per,0.17608,0.20719899999999997,0.23831799999999997
41450,WK173001,Wijk 01 De Groeve,biggest party,0.22259099999999998,0.176716,0.14486
41451,WK173001,Wijk 01 De Groeve,biggest party name,1.0,1.0,12.0
41460,WK173002,Wijk 02 Zuidlaarderveen,act ind per,0.37835599999999997,0.357968,0.33758
41461,WK173002,Wijk 02 Zuidlaarderveen,act ega per,0.303349,0.288617,0.273885
41462,WK173002,Wijk 02 Zuidlaarderveen,act col per,0.19983399999999998,0.17635,0.152866
41463,WK173002,Wijk 02 Zuidlaarderveen,act fat per,0.09244400000000001,0.11628599999999999,0.140127
41466,WK173002,Wijk 02 Zuidlaarderveen,biggest party,0.225298,0.211375,0.197452
41467,WK173002,Wijk 02 Zuidlaarderveen,biggest party name,1.0,1.0,1.0
41476,WK173003,Wijk 03 Midlaren,act ind per,0.37835599999999997,0.325776,0.273196
41477,WK173003,Wijk 03 Midlaren,act ega per,0.303349,0.35786,0.412371
41478,WK173003,Wijk 03 Midlaren,act col per,0.19983399999999998,0.1927,0.185567
41479,WK173003,Wijk 03 Midlaren,act fat per,0.09244400000000001,0.0848818,0.0773196
41482,WK173003,Wijk 03 Midlaren,biggest party,0.225298,0.205432,0.185567
41483,WK173003,Wijk 03 Midlaren,biggest party name,1.0,1.0,1.0
41492,WK173004,Wijk 04 Westlaren,act ind per,0.457505,0.430692,0.40388
41493,WK173004,Wijk 04 Westlaren,act ega per,0.244123,0.238758,0.23339200000000002
41494,WK173004,Wijk 04 Westlaren,act col per,0.195298,0.183775,0.172252
41495,WK173004,Wijk 04 Westlaren,act fat per,0.074141,0.0952716,0.11640199999999999
41498,WK173004,Wijk 04 Westlaren,biggest party,0.165461,0.150632,0.142269
41499,WK173004,Wijk 04 Westlaren,biggest party name,2.0,2.0,8.0
41508,WK173005,Wijk 05 Schuilingsoord,act ind per,0.37835599999999997,0.37835599999999997,0.37835599999999997
41509,WK173005,Wijk 05 Schuilingsoord,act ega per,0.303349,0.303349,0.303349
41510,WK173005,Wijk 05 Schuilingsoord,act col per,0.19983399999999998,0.19983399999999998,0.19983399999999998
41511,WK173005,Wijk 05 Schuilingsoord,act fat per,0.09244400000000001,0.09244400000000001,0.09244400000000001
41514,WK173005,Wijk 05 Schuilingsoord,biggest party,0.225298,0.225298,0.225298
41515,WK173005,Wijk 05 Schuilingsoord,biggest party name,1.0,1.0,1.0
41524,WK173006,Wijk 06 Paterswolde,act ind per,0.340825,0.306655,0.272485
41525,WK173006,Wijk 06 Paterswolde,act ega per,0.347364,0.350638,0.353912
41526,WK173006,Wijk 06 Paterswolde,act col per,0.187577,0.18852,0.189462
41527,WK173006,Wijk 06 Paterswolde,act fat per,0.08581939999999999,0.0985244,0.111229
41530,WK173006,Wijk 06 Paterswolde,biggest party,0.23539000000000002,0.204177,0.183076
41531,WK173006,Wijk 06 Paterswolde,biggest party name,1.0,1.0,6.0
41540,WK173007,Wijk 07 Eelde,act ind per,0.363065,0.315564,0.268063
41541,WK173007,Wijk 07 Eelde,act ega per,0.342712,0.32314699999999996,0.303582
41542,WK173007,Wijk 07 Eelde,act col per,0.180784,0.195432,0.210079
41543,WK173007,Wijk 07 Eelde,act fat per,0.0742293,0.10253699999999999,0.13084400000000002
41546,WK173007,Wijk 07 Eelde,biggest party,0.231069,0.19143,0.167881
41547,WK173007,Wijk 07 Eelde,biggest party name,1.0,1.0,7.0
41556,WK173008,Wijk 08 Eelderwolde,act ind per,0.486058,0.412366,0.338673
41557,WK173008,Wijk 08 Eelderwolde,act ega per,0.350444,0.38498499999999997,0.41952700000000004
41558,WK173008,Wijk 08 Eelderwolde,act col per,0.0918885,0.10239,0.112891
41559,WK173008,Wijk 08 Eelderwolde,act fat per,0.051330799999999996,0.06380419999999999,0.07627769999999999
41562,WK173008,Wijk 08 Eelderwolde,biggest party,0.354246,0.292302,0.230359
41563,WK173008,Wijk 08 Eelderwolde,biggest party name,1.0,1.0,1.0
41572,WK173009,Wijk 09 Vries,act ind per,0.39215,0.336148,0.280147
41573,WK173009,Wijk 09 Vries,act ega per,0.26143299999999997,0.260015,0.25859699999999997
41574,WK173009,Wijk 09 Vries,act col per,0.19215,0.194195,0.19624
41575,WK173009,Wijk 09 Vries,act fat per,0.10716700000000001,0.119379,0.131591
41578,WK173009,Wijk 09 Vries,biggest party,0.223208,0.181068,0.14993099999999998
41579,WK173009,Wijk 09 Vries,biggest party name,1.0,1.0,7.0
41588,WK173010,Wijk 10 Donderen,act ind per,0.37835599999999997,0.37835599999999997,0.37835599999999997
41589,WK173010,Wijk 10 Donderen,act ega per,0.303349,0.303349,0.303349
41590,WK173010,Wijk 10 Donderen,act col per,0.19983399999999998,0.19983399999999998,0.19983399999999998
41591,WK173010,Wijk 10 Donderen,act fat per,0.09244400000000001,0.09244400000000001,0.09244400000000001
41594,WK173010,Wijk 10 Donderen,biggest party,0.225298,0.225298,0.225298
41595,WK173010,Wijk 10 Donderen,biggest party name,1.0,1.0,1.0
41604,WK173011,Wijk 11 Bunne,act ind per,0.456103,0.400465,0.344828
41605,WK173011,Wijk 11 Bunne,act ega per,0.24197,0.252285,0.2626
41606,WK173011,Wijk 11 Bunne,act col per,0.13062100000000001,0.138255,0.14588900000000002
41607,WK173011,Wijk 11 Bunne,act fat per,0.132762,0.15126199999999998,0.169761
41610,WK173011,Wijk 11 Bunne,biggest party,0.312634,0.270375,0.22811700000000001
41611,WK173011,Wijk 11 Bunne,biggest party name,1.0,1.0,1.0
41620,WK173012,Wijk 12 Yde,act ind per,0.341096,0.293034,0.244973
41621,WK173012,Wijk 12 Yde,act ega per,0.23972600000000002,0.23046599999999998,0.22120700000000001
41622,WK173012,Wijk 12 Yde,act col per,0.19726,0.193694,0.190128
41623,WK173012,Wijk 12 Yde,act fat per,0.158904,0.189141,0.21937800000000002
41626,WK173012,Wijk 12 Yde,biggest party,0.250685,0.214008,0.177331
41627,WK173012,Wijk 12 Yde,biggest party name,1.0,1.0,1.0
41636,WK173013,Wijk 13 Tynaarlo,act ind per,0.400998,0.35027600000000003,0.299555
41637,WK173013,Wijk 13 Tynaarlo,act ega per,0.225458,0.22631500000000002,0.22717199999999999
41638,WK173013,Wijk 13 Tynaarlo,act col per,0.185524,0.191314,0.197105
41639,WK173013,Wijk 13 Tynaarlo,act fat per,0.137271,0.165518,0.19376400000000002
41642,WK173013,Wijk 13 Tynaarlo,biggest party,0.258735,0.226806,0.194878
41643,WK173013,Wijk 13 Tynaarlo,biggest party name,1.0,1.0,1.0
41652,WK173014,Wijk 14 Zeegse,act ind per,0.37835599999999997,0.33679699999999996,0.295238
41653,WK173014,Wijk 14 Zeegse,act ega per,0.303349,0.329452,0.355556
41654,WK173014,Wijk 14 Zeegse,act col per,0.19983399999999998,0.17452,0.149206
41655,WK173014,Wijk 14 Zeegse,act fat per,0.09244400000000001,0.10653900000000001,0.12063499999999999
41658,WK173014,Wijk 14 Zeegse,biggest party,0.225298,0.2063,0.187302
41659,WK173014,Wijk 14 Zeegse,biggest party name,1.0,1.0,1.0
41668,WK173015,Wijk 15 Zeijen,act ind per,0.37835599999999997,0.343881,0.309406
41669,WK173015,Wijk 15 Zeijen,act ega per,0.303349,0.277912,0.252475
41670,WK173015,Wijk 15 Zeijen,act col per,0.19983399999999998,0.201402,0.20297
41671,WK173015,Wijk 15 Zeijen,act fat per,0.09244400000000001,0.121717,0.15099
41674,WK173015,Wijk 15 Zeijen,biggest party,0.225298,0.21537199999999998,0.205445
41675,WK173015,Wijk 15 Zeijen,biggest party name,1.0,1.0,1.0
41684,WK073700,Wijk 00 Burgum,act ind per,0.479034,0.432281,0.385527
41685,WK073700,Wijk 00 Burgum,act ega per,0.17282999999999998,0.144847,0.11686400000000001
41686,WK073700,Wijk 00 Burgum,act col per,0.17577,0.16180899999999998,0.147848
41687,WK073700,Wijk 00 Burgum,act fat per,0.129352,0.158458,0.187565
41690,WK073700,Wijk 00 Burgum,biggest party,0.26674899999999996,0.245248,0.22374699999999997
41691,WK073700,Wijk 00 Burgum,biggest party name,2.0,2.0,2.0
41700,WK073701,Wijk 01 Aldtsjerk,act ind per,0.477008,0.41161899999999996,0.346231
41701,WK073701,Wijk 01 Aldtsjerk,act ega per,0.185103,0.166267,0.147432
41702,WK073701,Wijk 01 Aldtsjerk,act col per,0.17355399999999999,0.200853,0.228152
41703,WK073701,Wijk 01 Aldtsjerk,act fat per,0.12746300000000002,0.137781,0.148099
41706,WK073701,Wijk 01 Aldtsjerk,biggest party,0.258635,0.22538200000000003,0.192128
41707,WK073701,Wijk 01 Aldtsjerk,biggest party name,2.0,2.0,2.0
41716,WK073702,Wijk 02 Mûnein,act ind per,0.391388,0.347609,0.303829
41717,WK073702,Wijk 02 Mûnein,act ega per,0.235219,0.207063,0.17890799999999998
41718,WK073702,Wijk 02 Mûnein,act col per,0.21722399999999997,0.19680999999999998,0.176397
41719,WK073702,Wijk 02 Mûnein,act fat per,0.11054000000000001,0.152571,0.194601
41722,WK073702,Wijk 02 Mûnein,biggest party,0.17416500000000001,0.16236,0.155053
41723,WK073702,Wijk 02 Mûnein,biggest party name,1.0,2.0,2.0
41732,WK073703,Wijk 03 Ryptsjerk,act ind per,0.477008,0.40037399999999995,0.323741
41733,WK073703,Wijk 03 Ryptsjerk,act ega per,0.185103,0.16809100000000002,0.151079
41734,WK073703,Wijk 03 Ryptsjerk,act col per,0.17355399999999999,0.155122,0.136691
41735,WK073703,Wijk 03 Ryptsjerk,act fat per,0.12746300000000002,0.15725699999999998,0.18705
41738,WK073703,Wijk 03 Ryptsjerk,biggest party,0.258635,0.22644,0.194245
41739,WK073703,Wijk 03 Ryptsjerk,biggest party name,2.0,2.0,2.0
41748,WK073704,Wijk 04 Tytsjerk,act ind per,0.477008,0.41593800000000003,0.354867
41749,WK073704,Wijk 04 Tytsjerk,act ega per,0.185103,0.177507,0.16991199999999998
41750,WK073704,Wijk 04 Tytsjerk,act col per,0.17355399999999999,0.169963,0.166372
41751,WK073704,Wijk 04 Tytsjerk,act fat per,0.12746300000000002,0.14160799999999998,0.155752
41754,WK073704,Wijk 04 Tytsjerk,biggest party,0.258635,0.22533499999999998,0.19203499999999998
41755,WK073704,Wijk 04 Tytsjerk,biggest party name,2.0,2.0,2.0
41764,WK073705,Wijk 05 Earnewâld,act ind per,0.477008,0.460678,0.44434700000000005
41765,WK073705,Wijk 05 Earnewâld,act ega per,0.185103,0.13462000000000002,0.0841367
41766,WK073705,Wijk 05 Earnewâld,act col per,0.17355399999999999,0.13498,0.0964067
41767,WK073705,Wijk 05 Earnewâld,act fat per,0.12746300000000002,0.16977899999999999,0.21209499999999998
41770,WK073705,Wijk 05 Earnewâld,biggest party,0.258635,0.272175,0.28571399999999997
41771,WK073705,Wijk 05 Earnewâld,biggest party name,2.0,2.0,2.0
41780,WK073706,Wijk 06 Sumar,act ind per,0.477008,0.399794,0.322581
41781,WK073706,Wijk 06 Sumar,act ega per,0.185103,0.12820499999999999,0.0713073
41782,WK073706,Wijk 06 Sumar,act col per,0.17355399999999999,0.147897,0.122241
41783,WK073706,Wijk 06 Sumar,act fat per,0.12746300000000002,0.208893,0.290323
41786,WK073706,Wijk 06 Sumar,biggest party,0.258635,0.229487,0.20034000000000002
41787,WK073706,Wijk 06 Sumar,biggest party name,2.0,2.0,2.0
41796,WK073707,Wijk 07 Eastermar,act ind per,0.43686,0.42356800000000006,0.41027700000000006
41797,WK073707,Wijk 07 Eastermar,act ega per,0.151877,0.12811199999999998,0.104348
41798,WK073707,Wijk 07 Eastermar,act col per,0.148464,0.126801,0.10513800000000001
41799,WK073707,Wijk 07 Eastermar,act fat per,0.22525599999999998,0.2233,0.221344
41802,WK073707,Wijk 07 Eastermar,biggest party,0.23890799999999998,0.253446,0.267984
41803,WK073707,Wijk 07 Eastermar,biggest party name,2.0,2.0,2.0
41812,WK073708,Wijk 08 Noordburgum,act ind per,0.39218600000000003,0.34368000000000004,0.295174
41813,WK073708,Wijk 08 Noordburgum,act ega per,0.152517,0.126202,0.0998878
41814,WK073708,Wijk 08 Noordburgum,act col per,0.189331,0.16705599999999998,0.144781
41815,WK073708,Wijk 08 Noordburgum,act fat per,0.208114,0.252205,0.296296
41818,WK073708,Wijk 08 Noordburgum,biggest party,0.190083,0.162943,0.17396199999999998
41819,WK073708,Wijk 08 Noordburgum,biggest party name,2.0,2.0,12.0
41828,WK073709,Wijk 09 Hurdegaryp,act ind per,0.397318,0.335706,0.274094
41829,WK073709,Wijk 09 Hurdegaryp,act ega per,0.231475,0.199292,0.16710899999999998
41830,WK073709,Wijk 09 Hurdegaryp,act col per,0.204658,0.201356,0.198055
41831,WK073709,Wijk 09 Hurdegaryp,act fat per,0.124912,0.176956,0.229001
41834,WK073709,Wijk 09 Hurdegaryp,biggest party,0.195483,0.170244,0.175066
41835,WK073709,Wijk 09 Hurdegaryp,biggest party name,2.0,2.0,12.0
41844,WK085601,Wijk 01 Uden,act ind per,0.391613,0.391613,0.391613
41845,WK085601,Wijk 01 Uden,act ega per,0.227793,0.227793,0.227793
41846,WK085601,Wijk 01 Uden,act col per,0.18815,0.18815,0.18815
41847,WK085601,Wijk 01 Uden,act fat per,0.14693299999999998,0.14693299999999998,0.14693299999999998
41850,WK085601,Wijk 01 Uden,biggest party,0.246207,0.246207,0.246207
41851,WK085601,Wijk 01 Uden,biggest party name,1.0,1.0,1.0
41860,WK085602,Wijk 02 Volkel,act ind per,0.500189,0.500189,0.500189
41861,WK085602,Wijk 02 Volkel,act ega per,0.19780999999999999,0.19780999999999999,0.19780999999999999
41862,WK085602,Wijk 02 Volkel,act col per,0.14345,0.14345,0.14345
41863,WK085602,Wijk 02 Volkel,act fat per,0.12986,0.12986,0.12986
41866,WK085602,Wijk 02 Volkel,biggest party,0.312948,0.312948,0.312948
41867,WK085602,Wijk 02 Volkel,biggest party name,1.0,1.0,1.0
41876,WK085603,Wijk 03 Odiliapeel,act ind per,0.493536,0.493536,0.493536
41877,WK085603,Wijk 03 Odiliapeel,act ega per,0.112548,0.112548,0.112548
41878,WK085603,Wijk 03 Odiliapeel,act col per,0.190875,0.190875,0.190875
41879,WK085603,Wijk 03 Odiliapeel,act fat per,0.143726,0.143726,0.143726
41882,WK085603,Wijk 03 Odiliapeel,biggest party,0.286692,0.286692,0.286692
41883,WK085603,Wijk 03 Odiliapeel,biggest party name,2.0,2.0,2.0
41892,WK045000,Wijk 00 Uitgeest,act ind per,0.410376,0.344697,0.279018
41893,WK045000,Wijk 00 Uitgeest,act ega per,0.26709099999999997,0.274171,0.28125
41894,WK045000,Wijk 00 Uitgeest,act col per,0.15021500000000002,0.151782,0.153348
41895,WK045000,Wijk 00 Uitgeest,act fat per,0.12174600000000001,0.174489,0.22723200000000002
41898,WK045000,Wijk 00 Uitgeest,biggest party,0.28938,0.22761399999999998,0.165848
41899,WK045000,Wijk 00 Uitgeest,biggest party name,1.0,1.0,1.0
41908,WK045115,Wijk 15 Dorpscentrum,act ind per,nan,nan,nan
41909,WK045115,Wijk 15 Dorpscentrum,act ega per,nan,nan,nan
41910,WK045115,Wijk 15 Dorpscentrum,act col per,nan,nan,nan
41911,WK045115,Wijk 15 Dorpscentrum,act fat per,nan,nan,nan
41914,WK045115,Wijk 15 Dorpscentrum,biggest party,nan,nan,nan
41915,WK045115,Wijk 15 Dorpscentrum,biggest party name,nan,nan,nan
41924,WK045125,Wijk 25 Thamerdal,act ind per,0.327198,0.278198,0.22919699999999998
41925,WK045125,Wijk 25 Thamerdal,act ega per,0.262577,0.24369699999999997,0.224818
41926,WK045125,Wijk 25 Thamerdal,act col per,0.143558,0.141122,0.138686
41927,WK045125,Wijk 25 Thamerdal,act fat per,0.186094,0.254361,0.322628
41930,WK045125,Wijk 25 Thamerdal,biggest party,0.217996,0.168122,0.213139
41931,WK045125,Wijk 25 Thamerdal,biggest party name,1.0,1.0,12.0
41940,WK045135,Wijk 35 Zijdelwaard,act ind per,0.382133,0.32524400000000003,0.268354
41941,WK045135,Wijk 35 Zijdelwaard,act ega per,0.278064,0.27574099999999996,0.273418
41942,WK045135,Wijk 35 Zijdelwaard,act col per,0.138681,0.137273,0.135865
41943,WK045135,Wijk 35 Zijdelwaard,act fat per,0.13681,0.19034600000000002,0.24388200000000002
41946,WK045135,Wijk 35 Zijdelwaard,biggest party,0.25046799999999997,0.204559,0.172996
41947,WK045135,Wijk 35 Zijdelwaard,biggest party name,1.0,1.0,12.0
41956,WK045145,Wijk 45 Legmeer,act ind per,0.44665900000000003,0.395044,0.343428
41957,WK045145,Wijk 45 Legmeer,act ega per,0.239156,0.231864,0.224571
41958,WK045145,Wijk 45 Legmeer,act col per,0.10550999999999999,0.10818399999999999,0.110857
41959,WK045145,Wijk 45 Legmeer,act fat per,0.147011,0.204648,0.262286
41962,WK045145,Wijk 45 Legmeer,biggest party,0.35076199999999996,0.30680999999999997,0.262857
41963,WK045145,Wijk 45 Legmeer,biggest party name,1.0,1.0,1.0
41972,WK045150,Wijk 50 Langs de Vuurlinie,act ind per,nan,nan,nan
41973,WK045150,Wijk 50 Langs de Vuurlinie,act ega per,nan,nan,nan
41974,WK045150,Wijk 50 Langs de Vuurlinie,act col per,nan,nan,nan
41975,WK045150,Wijk 50 Langs de Vuurlinie,act fat per,nan,nan,nan
41978,WK045150,Wijk 50 Langs de Vuurlinie,biggest party,nan,nan,nan
41979,WK045150,Wijk 50 Langs de Vuurlinie,biggest party name,nan,nan,nan
41988,WK045155,Wijk 55 Veilinggebied,act ind per,nan,nan,nan
41989,WK045155,Wijk 55 Veilinggebied,act ega per,nan,nan,nan
41990,WK045155,Wijk 55 Veilinggebied,act col per,nan,nan,nan
41991,WK045155,Wijk 55 Veilinggebied,act fat per,nan,nan,nan
41994,WK045155,Wijk 55 Veilinggebied,biggest party,nan,nan,nan
41995,WK045155,Wijk 55 Veilinggebied,biggest party name,nan,nan,nan
42004,WK045165,Wijk 65 Meerwijk,act ind per,0.45283900000000005,0.385056,0.317274
42005,WK045165,Wijk 65 Meerwijk,act ega per,0.25093899999999997,0.25913600000000003,0.267333
42006,WK045165,Wijk 65 Meerwijk,act col per,0.10095,0.109523,0.118096
42007,WK045165,Wijk 65 Meerwijk,act fat per,0.141374,0.194659,0.247944
42010,WK045165,Wijk 65 Meerwijk,biggest party,0.347692,0.287242,0.226792
42011,WK045165,Wijk 65 Meerwijk,biggest party name,1.0,1.0,1.0
42020,WK045175,Wijk 75 Bedrijventerrein,act ind per,nan,nan,nan
42021,WK045175,Wijk 75 Bedrijventerrein,act ega per,nan,nan,nan
42022,WK045175,Wijk 75 Bedrijventerrein,act col per,nan,nan,nan
42023,WK045175,Wijk 75 Bedrijventerrein,act fat per,nan,nan,nan
42026,WK045175,Wijk 75 Bedrijventerrein,biggest party,nan,nan,nan
42027,WK045175,Wijk 75 Bedrijventerrein,biggest party name,nan,nan,nan
42036,WK045185,Wijk 85 Meerwijk,act ind per,0.535316,0.46327299999999993,0.39123
42037,WK045185,Wijk 85 Meerwijk,act ega per,0.176952,0.17446,0.171969
42038,WK045185,Wijk 85 Meerwijk,act col per,0.07657989999999999,0.07655310000000001,0.07652619999999999
42039,WK045185,Wijk 85 Meerwijk,act fat per,0.16059500000000002,0.226471,0.29234699999999997
42042,WK045185,Wijk 85 Meerwijk,biggest party,0.387732,0.313815,0.244196
42043,WK045185,Wijk 85 Meerwijk,biggest party name,1.0,1.0,12.0
42052,WK045190,Wijk 90 Glastuinbouwgebied,act ind per,nan,nan,nan
42053,WK045190,Wijk 90 Glastuinbouwgebied,act ega per,nan,nan,nan
42054,WK045190,Wijk 90 Glastuinbouwgebied,act col per,nan,nan,nan
42055,WK045190,Wijk 90 Glastuinbouwgebied,act fat per,nan,nan,nan
42058,WK045190,Wijk 90 Glastuinbouwgebied,biggest party,nan,nan,nan
42059,WK045190,Wijk 90 Glastuinbouwgebied,biggest party name,nan,nan,nan
42068,WK045195,Wijk 95 Veenweidegebied,act ind per,nan,nan,nan
42069,WK045195,Wijk 95 Veenweidegebied,act ega per,nan,nan,nan
42070,WK045195,Wijk 95 Veenweidegebied,act col per,nan,nan,nan
42071,WK045195,Wijk 95 Veenweidegebied,act fat per,nan,nan,nan
42074,WK045195,Wijk 95 Veenweidegebied,biggest party,nan,nan,nan
42075,WK045195,Wijk 95 Veenweidegebied,biggest party name,nan,nan,nan
42084,WK018400,Wijk 00 Urk,act ind per,0.254867,0.25560900000000003,0.256352
42085,WK018400,Wijk 00 Urk,act ega per,0.00799278,0.00659379,0.00519481
42086,WK018400,Wijk 00 Urk,act col per,0.00915302,0.00677866,0.00440429
42087,WK018400,Wijk 00 Urk,act fat per,0.709939,0.714541,0.7191420000000001
42090,WK018400,Wijk 00 Urk,biggest party,0.5865670000000001,0.500567,0.41456800000000005
42091,WK018400,Wijk 00 Urk,biggest party name,11.0,11.0,11.0
42100,WK034401,Wijk 01 West,act ind per,0.191746,0.188114,0.184482
42101,WK034401,Wijk 01 West,act ega per,0.62037,0.616414,0.612458
42102,WK034401,Wijk 01 West,act col per,0.10340999999999999,0.110241,0.117073
42103,WK034401,Wijk 01 West,act fat per,0.056163300000000006,0.06288780000000001,0.0696123
42106,WK034401,Wijk 01 West,biggest party,0.25296399999999997,0.291342,0.33716399999999996
42107,WK034401,Wijk 01 West,biggest party name,4.0,6.0,6.0
42116,WK034402,Wijk 02 Noordwest,act ind per,0.191325,0.18196800000000002,0.172611
42117,WK034402,Wijk 02 Noordwest,act ega per,0.535267,0.530451,0.525634
42118,WK034402,Wijk 02 Noordwest,act col per,0.103147,0.11111300000000002,0.11907899999999999
42119,WK034402,Wijk 02 Noordwest,act fat per,0.12855999999999998,0.144012,0.15946400000000002
42122,WK034402,Wijk 02 Noordwest,biggest party,0.212104,0.24208400000000002,0.272064
42123,WK034402,Wijk 02 Noordwest,biggest party name,6.0,6.0,6.0
42132,WK034403,Wijk 03 Overvecht,act ind per,0.17776199999999998,0.17732799999999999,0.176895
42133,WK034403,Wijk 03 Overvecht,act ega per,0.479529,0.48113,0.482731
42134,WK034403,Wijk 03 Overvecht,act col per,0.137028,0.138741,0.140454
42135,WK034403,Wijk 03 Overvecht,act fat per,0.152061,0.161575,0.17108800000000002
42138,WK034403,Wijk 03 Overvecht,biggest party,0.171043,0.172128,0.191711
42139,WK034403,Wijk 03 Overvecht,biggest party name,13.0,6.0,6.0
42148,WK034404,Wijk 04 Noordoost,act ind per,0.253941,0.23245100000000002,0.210961
42149,WK034404,Wijk 04 Noordoost,act ega per,0.5699029999999999,0.5853619999999999,0.6008220000000001
42150,WK034404,Wijk 04 Noordoost,act col per,0.114391,0.116494,0.11859700000000001
42151,WK034404,Wijk 04 Noordoost,act fat per,0.0402526,0.0481271,0.056001499999999996
42154,WK034404,Wijk 04 Noordoost,biggest party,0.272937,0.28485900000000003,0.333286
42155,WK034404,Wijk 04 Noordoost,biggest party name,4.0,6.0,6.0
42164,WK034405,Wijk 05 Oost,act ind per,0.22929899999999998,0.21994499999999997,0.21059099999999997
42165,WK034405,Wijk 05 Oost,act ega per,0.614252,0.613416,0.61258
42166,WK034405,Wijk 05 Oost,act col per,0.0913084,0.097718,0.104128
42167,WK034405,Wijk 05 Oost,act fat per,0.0434112,0.0512076,0.0590041
42170,WK034405,Wijk 05 Oost,biggest party,0.292477,0.300788,0.340968
42171,WK034405,Wijk 05 Oost,biggest party name,4.0,6.0,6.0
42180,WK034406,Wijk 06 Binnenstad,act ind per,0.22178299999999998,0.20696599999999998,0.19215
42181,WK034406,Wijk 06 Binnenstad,act ega per,0.632293,0.636988,0.641683
42182,WK034406,Wijk 06 Binnenstad,act col per,0.0840612,0.09315239999999998,0.102244
42183,WK034406,Wijk 06 Binnenstad,act fat per,0.0381702,0.045069,0.0519679
42186,WK034406,Wijk 06 Binnenstad,biggest party,0.288279,0.315105,0.362247
42187,WK034406,Wijk 06 Binnenstad,biggest party name,4.0,6.0,6.0
42196,WK034407,Wijk 07 Zuid,act ind per,0.195017,0.179917,0.16481700000000002
42197,WK034407,Wijk 07 Zuid,act ega per,0.5491510000000001,0.562272,0.575392
42198,WK034407,Wijk 07 Zuid,act col per,0.131494,0.134797,0.138101
42199,WK034407,Wijk 07 Zuid,act fat per,0.0834462,0.08913070000000001,0.0948153
42202,WK034407,Wijk 07 Zuid,biggest party,0.245077,0.293103,0.341129
42203,WK034407,Wijk 07 Zuid,biggest party name,6.0,6.0,6.0
42212,WK034408,Wijk 08 Zuidwest,act ind per,0.181574,0.17811400000000002,0.174654
42213,WK034408,Wijk 08 Zuidwest,act ega per,0.578437,0.581396,0.584354
42214,WK034408,Wijk 08 Zuidwest,act col per,0.10975499999999999,0.11516199999999999,0.12056800000000001
42215,WK034408,Wijk 08 Zuidwest,act fat per,0.0864803,0.092468,0.09845570000000001
42218,WK034408,Wijk 08 Zuidwest,biggest party,0.193896,0.227789,0.26767199999999997
42219,WK034408,Wijk 08 Zuidwest,biggest party name,4.0,6.0,6.0
42228,WK034409,Wijk 09 Leidsche Rijn,act ind per,0.320432,0.295406,0.270381
42229,WK034409,Wijk 09 Leidsche Rijn,act ega per,0.435306,0.44591499999999995,0.456525
42230,WK034409,Wijk 09 Leidsche Rijn,act col per,0.09750650000000001,0.103776,0.110045
42231,WK034409,Wijk 09 Leidsche Rijn,act fat per,0.10656199999999999,0.121271,0.135979
42234,WK034409,Wijk 09 Leidsche Rijn,biggest party,0.23303600000000002,0.20776,0.200909
42235,WK034409,Wijk 09 Leidsche Rijn,biggest party name,1.0,1.0,6.0
42244,WK034410,Wijk 10 Vleuten De Meern,act ind per,0.438195,0.395561,0.352926
42245,WK034410,Wijk 10 Vleuten De Meern,act ega per,0.29165399999999997,0.296737,0.301821
42246,WK034410,Wijk 10 Vleuten De Meern,act col per,0.09361489999999999,0.0966344,0.0996539
42247,WK034410,Wijk 10 Vleuten De Meern,act fat per,0.13766199999999998,0.172021,0.206379
42250,WK034410,Wijk 10 Vleuten De Meern,biggest party,0.30497199999999997,0.26174400000000003,0.218516
42251,WK034410,Wijk 10 Vleuten De Meern,biggest party name,1.0,1.0,1.0
42260,WK158100,Wijk 00 Doorn,act ind per,0.491918,0.44028100000000003,0.38864499999999996
42261,WK158100,Wijk 00 Doorn,act ega per,0.284717,0.291905,0.299093
42262,WK158100,Wijk 00 Doorn,act col per,0.0863336,0.085748,0.08516239999999999
42263,WK158100,Wijk 00 Doorn,act fat per,0.102682,0.14791700000000002,0.193152
42266,WK158100,Wijk 00 Doorn,biggest party,0.336517,0.284003,0.23149
42267,WK158100,Wijk 00 Doorn,biggest party name,1.0,1.0,1.0
42276,WK158101,Wijk 01 Driebergen Rijssenburg,act ind per,0.39550599999999997,0.357915,0.320324
