,WK_CODE,Country,Time,2017,2018,2019
24534,WK162122,Wijk 22 Noordpolder,act col per,0.074977,0.0797889,0.0846007
24535,WK162122,Wijk 22 Noordpolder,act fat per,0.16651300000000002,0.216337,0.26616
24538,WK162122,Wijk 22 Noordpolder,biggest party,0.34912600000000005,0.270571,0.193916
24539,WK162122,Wijk 22 Noordpolder,biggest party name,1.0,1.0,12.0
24548,WK162123,Wijk 23 Meerpolder,act ind per,0.507905,0.507905,0.507905
24549,WK162123,Wijk 23 Meerpolder,act ega per,0.20949600000000002,0.20949600000000002,0.20949600000000002
24550,WK162123,Wijk 23 Meerpolder,act col per,0.0831117,0.0831117,0.0831117
24551,WK162123,Wijk 23 Meerpolder,act fat per,0.16453099999999998,0.16453099999999998,0.16453099999999998
24554,WK162123,Wijk 23 Meerpolder,biggest party,0.324808,0.324808,0.324808
24555,WK162123,Wijk 23 Meerpolder,biggest party name,1.0,1.0,1.0
24564,WK162124,Wijk 24 Noordeinde,act ind per,0.507905,0.507905,0.507905
24565,WK162124,Wijk 24 Noordeinde,act ega per,0.20949600000000002,0.20949600000000002,0.20949600000000002
24566,WK162124,Wijk 24 Noordeinde,act col per,0.0831117,0.0831117,0.0831117
24567,WK162124,Wijk 24 Noordeinde,act fat per,0.16453099999999998,0.16453099999999998,0.16453099999999998
24570,WK162124,Wijk 24 Noordeinde,biggest party,0.324808,0.324808,0.324808
24571,WK162124,Wijk 24 Noordeinde,biggest party name,1.0,1.0,1.0
24580,WK162125,Wijk 25 Zuidpolder,act ind per,0.435737,0.391358,0.346979
24581,WK162125,Wijk 25 Zuidpolder,act ega per,0.227273,0.239855,0.25243699999999997
24582,WK162125,Wijk 25 Zuidpolder,act col per,0.127743,0.116503,0.10526300000000001
24583,WK162125,Wijk 25 Zuidpolder,act fat per,0.152038,0.189079,0.22612100000000002
24586,WK162125,Wijk 25 Zuidpolder,biggest party,0.22884000000000002,0.18898099999999998,0.16081900000000002
24587,WK162125,Wijk 25 Zuidpolder,biggest party name,1.0,1.0,12.0
24596,WK162126,Wijk 26 De Wadden,act ind per,0.573615,0.51165,0.44968500000000006
24597,WK162126,Wijk 26 De Wadden,act ega per,0.205904,0.218518,0.231132
24598,WK162126,Wijk 26 De Wadden,act col per,0.057215699999999994,0.06398519999999999,0.0707547
24599,WK162126,Wijk 26 De Wadden,act fat per,0.139213,0.164339,0.18946500000000002
24602,WK162126,Wijk 26 De Wadden,biggest party,0.350948,0.294578,0.23820700000000003
24603,WK162126,Wijk 26 De Wadden,biggest party name,1.0,1.0,1.0
24612,WK162127,Wijk 27 Westpolder,act ind per,0.5119319999999999,0.457333,0.40273400000000004
24613,WK162127,Wijk 27 Westpolder,act ega per,0.200924,0.19930499999999998,0.197687
24614,WK162127,Wijk 27 Westpolder,act col per,0.0723634,0.0750881,0.0778128
24615,WK162127,Wijk 27 Westpolder,act fat per,0.160893,0.21451599999999998,0.26813899999999996
24618,WK162127,Wijk 27 Westpolder,biggest party,0.371824,0.314724,0.25762399999999996
24619,WK162127,Wijk 27 Westpolder,biggest party name,1.0,1.0,1.0
24628,WK162128,Wijk 28 Rodenrijs,act ind per,0.507905,0.507905,0.507905
24629,WK162128,Wijk 28 Rodenrijs,act ega per,0.20949600000000002,0.20949600000000002,0.20949600000000002
24630,WK162128,Wijk 28 Rodenrijs,act col per,0.0831117,0.0831117,0.0831117
24631,WK162128,Wijk 28 Rodenrijs,act fat per,0.16453099999999998,0.16453099999999998,0.16453099999999998
24634,WK162128,Wijk 28 Rodenrijs,biggest party,0.324808,0.324808,0.324808
24635,WK162128,Wijk 28 Rodenrijs,biggest party name,1.0,1.0,1.0
24644,WK162131,Wijk 31 Bleiswijk,act ind per,0.5334800000000001,0.477963,0.42244499999999996
24645,WK162131,Wijk 31 Bleiswijk,act ega per,0.163785,0.152604,0.141423
24646,WK162131,Wijk 31 Bleiswijk,act col per,0.06884630000000001,0.08049980000000001,0.09215330000000001
24647,WK162131,Wijk 31 Bleiswijk,act fat per,0.18390399999999998,0.217865,0.251825
24650,WK162131,Wijk 31 Bleiswijk,biggest party,0.312166,0.27424,0.236314
24651,WK162131,Wijk 31 Bleiswijk,biggest party name,1.0,1.0,1.0
24660,WK162132,Wijk 32 Hoekeindse Zoom,act ind per,0.507905,0.507905,0.507905
24661,WK162132,Wijk 32 Hoekeindse Zoom,act ega per,0.20949600000000002,0.20949600000000002,0.20949600000000002
24662,WK162132,Wijk 32 Hoekeindse Zoom,act col per,0.0831117,0.0831117,0.0831117
24663,WK162132,Wijk 32 Hoekeindse Zoom,act fat per,0.16453099999999998,0.16453099999999998,0.16453099999999998
24666,WK162132,Wijk 32 Hoekeindse Zoom,biggest party,0.324808,0.324808,0.324808
24667,WK162132,Wijk 32 Hoekeindse Zoom,biggest party name,1.0,1.0,1.0
24676,WK162133,Wijk 33 Bleiswijk Buiten,act ind per,0.507905,0.507905,0.507905
24677,WK162133,Wijk 33 Bleiswijk Buiten,act ega per,0.20949600000000002,0.20949600000000002,0.20949600000000002
24678,WK162133,Wijk 33 Bleiswijk Buiten,act col per,0.0831117,0.0831117,0.0831117
24679,WK162133,Wijk 33 Bleiswijk Buiten,act fat per,0.16453099999999998,0.16453099999999998,0.16453099999999998
24682,WK162133,Wijk 33 Bleiswijk Buiten,biggest party,0.324808,0.324808,0.324808
24683,WK162133,Wijk 33 Bleiswijk Buiten,biggest party name,1.0,1.0,1.0
24692,WK041703,Laren,act ind per,0.579152,0.547773,0.516393
24693,WK041703,Laren,act ega per,0.210625,0.21733400000000003,0.224044
24694,WK041703,Laren,act col per,0.07573930000000001,0.0597276,0.0437159
24695,WK041703,Laren,act fat per,0.09902310000000002,0.136943,0.17486300000000002
24698,WK041703,Laren,biggest party,0.468754,0.44407700000000006,0.41939899999999997
24699,WK041703,Laren,biggest party name,1.0,1.0,1.0
24708,WK002200,Wijk 00 Leek,act ind per,0.402146,0.37408,0.346013
24709,WK002200,Wijk 00 Leek,act ega per,0.22392199999999998,0.199324,0.174726
24710,WK002200,Wijk 00 Leek,act col per,0.198689,0.188642,0.178594
24711,WK002200,Wijk 00 Leek,act fat per,0.132029,0.144996,0.15796300000000002
24714,WK002200,Wijk 00 Leek,biggest party,0.176734,0.135433,0.13303199999999998
24715,WK002200,Wijk 00 Leek,biggest party name,1.0,1.0,8.0
24724,WK002201,Wijk 01 Zevenhuizen,act ind per,0.48194899999999996,0.43638699999999997,0.390824
24725,WK002201,Wijk 01 Zevenhuizen,act ega per,0.151625,0.13571,0.119796
24726,WK002201,Wijk 01 Zevenhuizen,act col per,0.16787,0.161675,0.15548
24727,WK002201,Wijk 01 Zevenhuizen,act fat per,0.14921800000000002,0.172315,0.195412
24730,WK002201,Wijk 01 Zevenhuizen,biggest party,0.234055,0.194768,0.15548
24731,WK002201,Wijk 01 Zevenhuizen,biggest party name,2.0,2.0,2.0
24740,WK002202,Wijk 02 Tolbert,act ind per,0.379231,0.350043,0.320856
24741,WK002202,Wijk 02 Tolbert,act ega per,0.213846,0.192485,0.171123
24742,WK002202,Wijk 02 Tolbert,act col per,0.213077,0.196913,0.180749
24743,WK002202,Wijk 02 Tolbert,act fat per,0.14846199999999998,0.166209,0.18395699999999998
24746,WK002202,Wijk 02 Tolbert,biggest party,0.181538,0.144245,0.129412
24747,WK002202,Wijk 02 Tolbert,biggest party name,1.0,1.0,12.0
24756,WK002204,Wijk 04 Midwolde,act ind per,0.511664,0.471699,0.431734
24757,WK002204,Wijk 04 Midwolde,act ega per,0.202177,0.19702999999999998,0.191882
24758,WK002204,Wijk 04 Midwolde,act col per,0.14774500000000002,0.139371,0.130996
24759,WK002204,Wijk 04 Midwolde,act fat per,0.101089,0.130803,0.16051700000000002
24762,WK002204,Wijk 04 Midwolde,biggest party,0.22395,0.193156,0.16236199999999998
24763,WK002204,Wijk 04 Midwolde,biggest party name,1.0,1.0,8.0
24772,WK002205,Wijk 05 Lettelbert,act ind per,nan,nan,nan
24773,WK002205,Wijk 05 Lettelbert,act ega per,nan,nan,nan
24774,WK002205,Wijk 05 Lettelbert,act col per,nan,nan,nan
24775,WK002205,Wijk 05 Lettelbert,act fat per,nan,nan,nan
24778,WK002205,Wijk 05 Lettelbert,biggest party,nan,nan,nan
24779,WK002205,Wijk 05 Lettelbert,biggest party name,nan,nan,nan
24788,WK002206,Wijk 06 Oostwold,act ind per,0.33049,0.279829,0.229167
24789,WK002206,Wijk 06 Oostwold,act ega per,0.266525,0.258262,0.25
24790,WK002206,Wijk 06 Oostwold,act col per,0.217484,0.20398,0.190476
24791,WK002206,Wijk 06 Oostwold,act fat per,0.115139,0.151319,0.1875
24794,WK002206,Wijk 06 Oostwold,biggest party,0.15565,0.164135,0.172619
24795,WK002206,Wijk 06 Oostwold,biggest party name,6.0,6.0,6.0
24804,WK002207,Wijk 07 Enumatil,act ind per,0.524038,0.547407,0.5707760000000001
24805,WK002207,Wijk 07 Enumatil,act ega per,0.259615,0.24168,0.223744
24806,WK002207,Wijk 07 Enumatil,act col per,0.100962,0.10984100000000001,0.11872100000000001
24807,WK002207,Wijk 07 Enumatil,act fat per,0.0913462,0.0502393,0.00913243
24810,WK002207,Wijk 07 Enumatil,biggest party,0.413462,0.464722,0.5159819999999999
24811,WK002207,Wijk 07 Enumatil,biggest party name,8.0,8.0,8.0
24820,WK054500,Wijk 00 Leerdam,act ind per,0.38810500000000003,0.354759,0.321412
24821,WK054500,Wijk 00 Leerdam,act ega per,0.21099600000000002,0.192635,0.174273
24822,WK054500,Wijk 00 Leerdam,act col per,0.11267100000000001,0.106858,0.10104400000000001
24823,WK054500,Wijk 00 Leerdam,act fat per,0.246511,0.307349,0.368188
24826,WK054500,Wijk 00 Leerdam,biggest party,0.19075699999999998,0.15152100000000002,0.163942
24827,WK054500,Wijk 00 Leerdam,biggest party name,1.0,1.0,12.0
24836,WK008010,Binnenstad,act ind per,0.239204,0.214867,0.19053
24837,WK008010,Binnenstad,act ega per,0.460946,0.410966,0.360985
24838,WK008010,Binnenstad,act col per,0.16166,0.199012,0.236364
24839,WK008010,Binnenstad,act fat per,0.0963199,0.119372,0.142424
24842,WK008010,Binnenstad,biggest party,0.192077,0.191493,0.190909
24843,WK008010,Binnenstad,biggest party name,6.0,6.0,6.0
24852,WK008011,Potmargezone,act ind per,0.231479,0.205249,0.179018
24853,WK008011,Potmargezone,act ega per,0.31087,0.281328,0.251786
24854,WK008011,Potmargezone,act col per,0.230787,0.24284899999999998,0.254911
24855,WK008011,Potmargezone,act fat per,0.17009000000000002,0.196652,0.223214
24858,WK008011,Potmargezone,biggest party,0.14355,0.139692,0.186607
24859,WK008011,Potmargezone,biggest party name,3.0,7.0,7.0
24868,WK008020,Oud Oost,act ind per,0.204042,0.188194,0.172347
24869,WK008020,Oud Oost,act ega per,0.328144,0.290532,0.252921
24870,WK008020,Oud Oost,act col per,0.231138,0.230345,0.229552
24871,WK008020,Oud Oost,act fat per,0.184581,0.22203699999999998,0.259494
24874,WK008020,Oud Oost,biggest party,0.154341,0.139098,0.165774
24875,WK008020,Oud Oost,biggest party name,3.0,6.0,12.0
24884,WK008030,Sonnenborgh eo,act ind per,0.313778,0.306129,0.298481
24885,WK008030,Sonnenborgh eo,act ega per,0.371832,0.316836,0.261841
24886,WK008030,Sonnenborgh eo,act col per,0.189697,0.211918,0.234138
24887,WK008030,Sonnenborgh eo,act fat per,0.0862633,0.113954,0.141644
24890,WK008030,Sonnenborgh eo,biggest party,0.1713,0.15066300000000002,0.178731
24891,WK008030,Sonnenborgh eo,biggest party name,1.0,1.0,7.0
24900,WK008031,Westeinde eo,act ind per,0.344815,0.304517,0.26421999999999995
24901,WK008031,Westeinde eo,act ega per,0.250946,0.224556,0.198165
24902,WK008031,Westeinde eo,act col per,0.240348,0.254119,0.26789
24903,WK008031,Westeinde eo,act fat per,0.107116,0.141631,0.176147
24906,WK008031,Westeinde eo,biggest party,0.157835,0.167797,0.20917399999999997
24907,WK008031,Westeinde eo,biggest party name,2.0,7.0,7.0
24916,WK008032,"""Vossepark & Helicon",act ind per,0.328488,0.294013,0.259538
24917,WK008032,"""Vossepark & Helicon",act ega per,0.368096,0.323104,0.27811199999999997
24918,WK008032,"""Vossepark & Helicon",act col per,0.187137,0.210787,0.234438
24919,WK008032,"""Vossepark & Helicon",act fat per,0.0857558,0.11190399999999999,0.138052
24922,WK008032,"""Vossepark & Helicon",biggest party,0.177326,0.14848499999999998,0.18473900000000001
24923,WK008032,"""Vossepark & Helicon",biggest party name,1.0,6.0,7.0
24932,WK008040,Huizum West,act ind per,0.223476,0.19358599999999998,0.163696
24933,WK008040,Huizum West,act ega per,0.344018,0.305342,0.266667
24934,WK008040,Huizum West,act col per,0.23995500000000003,0.263047,0.286139
24935,WK008040,Huizum West,act fat per,0.135666,0.167668,0.19967000000000001
24938,WK008040,Huizum West,biggest party,0.150339,0.147534,0.19868
24939,WK008040,Huizum West,biggest party name,6.0,7.0,7.0
24948,WK008041,"""Nijlân & De Zwette",act ind per,0.288815,0.26471999999999996,0.240625
24949,WK008041,"""Nijlân & De Zwette",act ega per,0.28005,0.24065,0.20125
24950,WK008041,"""Nijlân & De Zwette",act col per,0.24332199999999998,0.25353600000000004,0.26375
24951,WK008041,"""Nijlân & De Zwette",act fat per,0.128548,0.163024,0.1975
24954,WK008041,"""Nijlân & De Zwette",biggest party,0.13856400000000002,0.147066,0.189375
24955,WK008041,"""Nijlân & De Zwette",biggest party name,5.0,7.0,7.0
24964,WK008050,"""Heechterp & Schieringen",act ind per,0.152644,0.135709,0.118774
24965,WK008050,"""Heechterp & Schieringen",act ega per,0.34074499999999996,0.303514,0.266284
24966,WK008050,"""Heechterp & Schieringen",act col per,0.25,0.24281599999999998,0.235632
24967,WK008050,"""Heechterp & Schieringen",act fat per,0.204327,0.24727800000000003,0.29023000000000004
24970,WK008050,"""Heechterp & Schieringen",biggest party,0.175481,0.14569100000000001,0.172414
24971,WK008050,"""Heechterp & Schieringen",biggest party name,3.0,3.0,12.0
24980,WK008051,Camminghaburen eo,act ind per,0.305263,0.29325100000000004,0.28123899999999996
24981,WK008051,Camminghaburen eo,act ega per,0.270499,0.234158,0.197818
24982,WK008051,Camminghaburen eo,act col per,0.230194,0.237589,0.244984
24983,WK008051,Camminghaburen eo,act fat per,0.142105,0.166266,0.190426
24986,WK008051,Camminghaburen eo,biggest party,0.145014,0.149694,0.192186
24987,WK008051,Camminghaburen eo,biggest party name,1.0,7.0,7.0
24996,WK008060,"""Bilgaard & Havankpark eo",act ind per,0.225823,0.206405,0.18698599999999999
24997,WK008060,"""Bilgaard & Havankpark eo",act ega per,0.28880100000000003,0.25399,0.219178
24998,WK008060,"""Bilgaard & Havankpark eo",act col per,0.272991,0.281016,0.289041
24999,WK008060,"""Bilgaard & Havankpark eo",act fat per,0.159947,0.192302,0.224658
25002,WK008060,"""Bilgaard & Havankpark eo",biggest party,0.152042,0.163899,0.20684899999999998
25003,WK008060,"""Bilgaard & Havankpark eo",biggest party name,5.0,7.0,7.0
25012,WK008061,Vrijheidswijk,act ind per,0.245827,0.245827,0.245827
25013,WK008061,Vrijheidswijk,act ega per,0.27516399999999996,0.27516399999999996,0.27516399999999996
25014,WK008061,Vrijheidswijk,act col per,0.255943,0.255943,0.255943
25015,WK008061,Vrijheidswijk,act fat per,0.165402,0.165402,0.165402
25018,WK008061,Vrijheidswijk,biggest party,0.16489600000000001,0.16489600000000001,0.16489600000000001
25019,WK008061,Vrijheidswijk,biggest party name,5.0,5.0,5.0
25028,WK008062,Dokkumer Ie eo,act ind per,0.258772,0.258772,0.258772
25029,WK008062,Dokkumer Ie eo,act ega per,0.298246,0.298246,0.298246
25030,WK008062,Dokkumer Ie eo,act col per,0.27193,0.27193,0.27193
25031,WK008062,Dokkumer Ie eo,act fat per,0.118421,0.118421,0.118421
25034,WK008062,Dokkumer Ie eo,biggest party,0.15350899999999998,0.15350899999999998,0.15350899999999998
25035,WK008062,Dokkumer Ie eo,biggest party name,6.0,6.0,6.0
25044,WK008063,Stiens eo,act ind per,0.454046,0.454046,0.454046
25045,WK008063,Stiens eo,act ega per,0.201798,0.201798,0.201798
25046,WK008063,Stiens eo,act col per,0.208292,0.208292,0.208292
25047,WK008063,Stiens eo,act fat per,0.104396,0.104396,0.104396
25050,WK008063,Stiens eo,biggest party,0.20879099999999998,0.20879099999999998,0.20879099999999998
25051,WK008063,Stiens eo,biggest party name,2.0,2.0,2.0
25060,WK008070,"""Aldlân & De Hemrik",act ind per,0.304602,0.302858,0.301115
25061,WK008070,"""Aldlân & De Hemrik",act ega per,0.267789,0.239842,0.211896
25062,WK008070,"""Aldlân & De Hemrik",act col per,0.22940500000000003,0.230564,0.23172199999999998
25063,WK008070,"""Aldlân & De Hemrik",act fat per,0.147699,0.154395,0.16109
25066,WK008070,"""Aldlân & De Hemrik",biggest party,0.137374,0.149785,0.187113
25067,WK008070,"""Aldlân & De Hemrik",biggest party name,1.0,7.0,7.0
25076,WK008071,Goutum,act ind per,0.41877600000000004,0.41877600000000004,0.41877600000000004
25077,WK008071,Goutum,act ega per,0.257384,0.257384,0.257384
25078,WK008071,Goutum,act col per,0.18618099999999999,0.18618099999999999,0.18618099999999999
25079,WK008071,Goutum,act fat per,0.0944093,0.0944093,0.0944093
25082,WK008071,Goutum,biggest party,0.24841799999999997,0.24841799999999997,0.24841799999999997
25083,WK008071,Goutum,biggest party name,1.0,1.0,1.0
25092,WK008072,"""Hempens Teerns & Zuiderburen",act ind per,0.44720299999999996,0.405552,0.3639
25093,WK008072,"""Hempens Teerns & Zuiderburen",act ega per,0.25913200000000003,0.232294,0.205456
25094,WK008072,"""Hempens Teerns & Zuiderburen",act col per,0.15467999999999998,0.16817000000000001,0.18166
25095,WK008072,"""Hempens Teerns & Zuiderburen",act fat per,0.100457,0.139897,0.179338
25098,WK008072,"""Hempens Teerns & Zuiderburen",biggest party,0.284532,0.238029,0.191526
25099,WK008072,"""Hempens Teerns & Zuiderburen",biggest party name,1.0,1.0,1.0
25108,WK008073,De Zuidlanden,act ind per,0.393258,0.328876,0.264493
25109,WK008073,De Zuidlanden,act ega per,0.34116399999999997,0.318529,0.295894
25110,WK008073,De Zuidlanden,act col per,0.153218,0.18651199999999998,0.21980700000000003
25111,WK008073,De Zuidlanden,act fat per,0.08886619999999999,0.11206600000000001,0.135266
25114,WK008073,De Zuidlanden,biggest party,0.21450500000000003,0.165223,0.175121
25115,WK008073,De Zuidlanden,biggest party name,1.0,1.0,7.0
25124,WK008074,Middelsee,act ind per,0.387341,0.387341,0.387341
25125,WK008074,Middelsee,act ega per,0.232875,0.232875,0.232875
25126,WK008074,Middelsee,act col per,0.234733,0.234733,0.234733
25127,WK008074,Middelsee,act fat per,0.11358900000000001,0.11358900000000001,0.11358900000000001
25130,WK008074,Middelsee,biggest party,0.191998,0.191998,0.191998
25131,WK008074,Middelsee,biggest party name,1.0,1.0,1.0
25140,WK008080,Dorpen Zuid Oost,act ind per,0.376698,0.376698,0.376698
25141,WK008080,Dorpen Zuid Oost,act ega per,0.219769,0.219769,0.219769
25142,WK008080,Dorpen Zuid Oost,act col per,0.241168,0.241168,0.241168
25143,WK008080,Dorpen Zuid Oost,act fat per,0.11447,0.11447,0.11447
25146,WK008080,Dorpen Zuid Oost,biggest party,0.180367,0.180367,0.180367
25147,WK008080,Dorpen Zuid Oost,biggest party name,1.0,1.0,1.0
25156,WK008081,Dorpen Zuid West,act ind per,0.387341,0.387341,0.387341
25157,WK008081,Dorpen Zuid West,act ega per,0.232875,0.232875,0.232875
25158,WK008081,Dorpen Zuid West,act col per,0.234733,0.234733,0.234733
25159,WK008081,Dorpen Zuid West,act fat per,0.11358900000000001,0.11358900000000001,0.11358900000000001
25162,WK008081,Dorpen Zuid West,biggest party,0.191998,0.191998,0.191998
25163,WK008081,Dorpen Zuid West,biggest party name,1.0,1.0,1.0
25172,WK008082,Grou eo,act ind per,0.354325,0.354325,0.354325
25173,WK008082,Grou eo,act ega per,0.255552,0.255552,0.255552
25174,WK008082,Grou eo,act col per,0.239973,0.239973,0.239973
25175,WK008082,Grou eo,act fat per,0.105734,0.105734,0.105734
25178,WK008082,Grou eo,biggest party,0.21378899999999998,0.21378899999999998,0.21378899999999998
25179,WK008082,Grou eo,biggest party name,1.0,1.0,1.0
25188,WK054600,Binnenstad Zuid,act ind per,0.267478,0.267478,0.267478
25189,WK054600,Binnenstad Zuid,act ega per,0.578496,0.578496,0.578496
25190,WK054600,Binnenstad Zuid,act col per,0.08567419999999999,0.08567419999999999,0.08567419999999999
25191,WK054600,Binnenstad Zuid,act fat per,0.045880199999999996,0.045880199999999996,0.045880199999999996
25194,WK054600,Binnenstad Zuid,biggest party,0.311017,0.311017,0.311017
25195,WK054600,Binnenstad Zuid,biggest party name,4.0,4.0,4.0
25204,WK054601,Binnenstad Noord,act ind per,0.23036900000000002,0.21581399999999998,0.20126
25205,WK054601,Binnenstad Noord,act ega per,0.5423680000000001,0.53308,0.523791
25206,WK054601,Binnenstad Noord,act col per,0.10697100000000001,0.12125799999999999,0.135545
25207,WK054601,Binnenstad Noord,act fat per,0.0899439,0.1031,0.116255
25210,WK054601,Binnenstad Noord,biggest party,0.255308,0.22695,0.238554
25211,WK054601,Binnenstad Noord,biggest party name,4.0,6.0,6.0
25220,WK054602,Stationsdistrict,act ind per,0.253027,0.219665,0.186304
25221,WK054602,Stationsdistrict,act ega per,0.524213,0.552834,0.581455
25222,WK054602,Stationsdistrict,act col per,0.125908,0.12526800000000002,0.124628
25223,WK054602,Stationsdistrict,act fat per,0.0581114,0.0696767,0.081242
25226,WK054602,Stationsdistrict,biggest party,0.228814,0.25222,0.275627
